,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
155245,19644.06,152.67,3 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-17
282226,17384.11,36.24,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-05-02
228784,18018.02,33.3,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-29
54836,18774.59,30.81,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-10
114062,24112.39,31.32,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-07-01
234316,21560.04,72.08,1 B/R,31-40,1,1,1,0,1,Al Merkadh,2024-06-07
308658,25806.02,47.47,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2023-07-03
47280,20483.7,133.63,2 B/R,51-60,1,1,1,0,1,Al Merkadh,2023-09-21
306567,17301.04,54.91,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-26
289748,27400.13,47.81,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-02-28
9468,22398.47,57.37,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-05-16
87239,20493.4,174.42,3 B/R,11-20,1,1,1,0,1,Al Merkadh,2023-10-09
196147,19224.05,143.05,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-05-01
264735,23681.27,85.84,1 B/R,Below 1st floor,0,1,1,1,1,Al Merkadh,2022-12-05
109703,19000.81,30.8,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-03
259679,20894.55,30.63,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-06-23
187058,13506.04,37.25,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-06-06
150899,21903.72,35.47,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
4013,19351.0,37.08,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
204119,21714.86,78.74,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2023-08-02
18922,19909.88,29.24,Studio,1-10,1,1,1,1,0,Al Merkadh,2024-06-03
117089,21960.17,77.22,1 B/R,Below 1st floor,0,1,1,0,1,Al Merkadh,2022-12-13
59120,18644.84,43.98,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-02
83886,22512.32,75.07,1 B/R,21-30,1,1,1,1,1,Al Merkadh,2024-06-24
82375,20699.68,72.62,1 B/R,Below 1st floor,0,1,1,0,1,Al Merkadh,2022-12-07
96523,16079.79,32.02,Studio,1-10,1,1,1,1,1,Al Merkadh,2022-08-17
72327,20752.89,174.41,3 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-05-21
136095,23569.13,32.62,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
216486,23206.82,73.29,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2024-03-25
253237,19871.42,34.22,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-09-02
190575,20956.05,115.89,3 B/R,51-60,1,1,1,0,1,Al Merkadh,2023-11-17
228755,15299.1,30.09,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-20
117604,13966.64,143.27,3 B/R,11-20,1,1,1,1,1,Al Merkadh,2023-05-29
169677,20206.46,45.53,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-23
247931,18298.75,75.16,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-05-22
288184,14488.85,53.35,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-11-03
110943,20274.86,117.88,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-03-19
253207,12206.91,45.43,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-06-09
240174,19532.27,34.87,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-07-25
245804,13220.02,84.72,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2024-01-08
303699,20720.57,119.67,2 B/R,1-10,1,1,1,0,1,Al Merkadh,2023-03-03
296445,21258.13,115.25,2 B/R,11-20,1,1,1,1,1,Al Merkadh,2025-02-24
18944,21929.82,47.88,1 B/R,Below 1st floor,1,1,1,0,1,Al Merkadh,2025-08-29
260616,16300.33,30.0,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-25
253658,19137.75,73.25,1 B/R,1-10,0,1,1,0,1,Al Merkadh,2024-04-03
263132,15599.9,80.18,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2025-01-17
179980,23025.44,37.35,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-08-22
53663,27906.98,86.0,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-05
166840,16219.1,29.94,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-20
204122,23178.69,111.69,2 B/R,11-20,1,1,1,1,1,Al Merkadh,2023-08-18
118456,20875.94,28.05,Studio,1-10,1,1,1,1,1,Al Merkadh,2022-10-18
31301,22520.49,111.01,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2025-05-15
275239,24035.03,30.83,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-10-29
61254,19313.15,150.07,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-02-20
260668,20176.08,81.78,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-07-05
124080,19400.73,46.39,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-01-09
23909,11200.85,104.01,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-01-14
278933,14707.48,51.62,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-20
302271,21829.26,115.9,3 B/R,41-50,1,1,1,0,1,Al Merkadh,2023-10-09
282262,24134.19,165.74,3 B/R,1-10,0,1,1,1,1,Al Merkadh,2023-06-12
145848,20949.9,30.74,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-06-08
289140,20720.56,118.31,2 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-05-30
165313,19017.43,31.55,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-12-13
121695,19945.63,119.39,2 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-03-14
219177,17416.6,46.76,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-05-14
233258,20182.32,139.56,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2023-08-17
220917,16759.2,32.08,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-07-06
107129,21807.46,56.69,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2023-09-11
59979,19056.83,45.26,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-03-02
269531,24817.06,152.15,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-10-25
108475,15527.95,38.64,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-08-21
208908,19913.18,138.32,2 B/R,31-40,1,1,1,1,1,Al Merkadh,2023-08-21
131155,16680.41,44.15,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-10
32316,21022.02,100.11,2 B/R,41-50,1,1,1,0,1,Al Merkadh,2023-09-28
277361,12490.64,66.77,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-12-30
223782,14587.38,44.07,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-19
306612,22667.52,47.01,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-19
56846,20750.63,27.71,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-05-01
189535,20864.69,73.09,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-11-09
158297,22960.93,29.18,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-08-15
26294,17895.0,106.78,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-06-19
245790,24893.28,28.11,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-12-05
199677,19841.32,107.23,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-06-03
197179,23791.05,77.34,1 B/R,1-10,0,1,1,0,1,Al Merkadh,2024-10-21
177254,18655.85,42.36,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-01-11
172757,20464.26,49.11,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-07-28
283107,21140.42,77.34,1 B/R,1-10,0,1,1,0,1,Al Merkadh,2023-09-18
21450,19188.6,72.96,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-31
64058,19337.88,27.85,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-27
214246,16337.38,28.86,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-19
43796,20720.54,119.83,2 B/R,21-30,1,1,1,0,1,Al Merkadh,2023-02-06
165302,17537.07,30.08,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-01-04
135931,14489.8,34.3,Studio,1-10,1,1,1,1,1,Al Merkadh,2022-08-16
56724,20996.93,29.29,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-08-12
282272,16404.26,37.6,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-04-27
259084,26071.41,16.21,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2025-07-02
254557,17662.64,67.94,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-09-06
48256,15805.26,35.33,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-03-27
4138,13408.17,70.0,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-02-22
311515,19476.16,29.78,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-08-13
282274,16276.17,72.42,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-12-06
49391,16136.17,35.25,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-17
39466,28213.87,93.68,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-10-09
291914,15279.58,30.76,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-08-26
46609,17947.85,29.53,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-08-19
207470,12740.16,30.75,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-06-22
128419,14253.29,44.06,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-23
135916,14332.48,72.47,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-08-14
76272,19913.2,117.36,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-12
76678,16233.77,43.12,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-03-19
89851,18820.44,30.77,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
23398,14322.22,47.98,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-03-27
58988,25676.14,29.21,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-20
125935,13894.3,77.01,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-11-01
108537,20720.57,55.07,1 B/R,21-30,1,1,1,0,1,Al Merkadh,2022-11-17
200359,24568.05,72.81,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2023-12-28
293996,20720.64,54.74,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2024-03-04
156255,18080.79,56.69,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2025-04-17
49356,16100.49,34.45,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-26
106446,15383.93,33.48,Studio,1-10,1,1,1,1,1,Al Merkadh,2022-12-26
202807,18406.18,45.14,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-04-08
194958,20245.84,27.66,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-10-22
223809,20480.85,119.87,2 B/R,1-10,0,1,1,1,1,Al Merkadh,2024-08-30
96566,17016.13,32.24,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-03-13
289320,20380.98,75.07,1 B/R,21-30,1,1,1,1,1,Al Merkadh,2024-05-13
148254,13875.0,37.2,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-23
106474,16340.43,37.6,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-03-13
149090,18795.91,35.45,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
277514,21160.79,34.61,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-07
208901,19913.24,137.11,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-09-11
185169,23824.99,74.14,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-11-11
26859,27880.95,31.29,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-09-05
49387,13990.24,48.04,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-08-13
177708,22068.7,104.22,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-08-08
54833,20030.85,29.98,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-10
311396,16267.82,32.26,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-20
69021,21630.43,35.19,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-03-21
66736,12861.86,108.95,3 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-08-16
165308,13407.27,120.83,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-26
170710,23411.51,87.51,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-11-07
82385,23187.29,114.58,2 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-08-09
273178,21807.67,60.23,1 B/R,41-50,1,1,1,0,1,Al Merkadh,2023-11-24
131025,18842.14,27.81,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-06-09
163648,18671.65,74.98,2 B/R,11-20,1,1,1,1,1,Al Merkadh,2024-11-29
297430,22346.12,66.83,1 B/R,21-30,1,1,1,0,1,Al Merkadh,2023-09-15
196832,20720.68,48.26,1 B/R,31-40,1,1,1,0,1,Al Merkadh,2023-09-29
262452,18878.47,123.2,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-11-04
223783,15411.23,34.54,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-19
61641,15826.69,28.62,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-01-16
307215,22345.69,56.82,1 B/R,21-30,1,1,1,0,1,Al Merkadh,2023-10-16
289700,16451.58,33.15,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-09-30
106633,16916.0,48.57,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-06-10
197824,17691.72,55.53,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-05-31
176916,19625.95,137.4,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-03-21
193148,18944.75,30.77,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-16
224471,21258.72,72.09,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-01-16
243577,13984.64,53.37,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-02-06
9138,18396.74,29.44,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-23
158838,18834.2,30.91,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-20
110951,19913.22,153.03,3 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-20
306178,22837.18,74.44,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2025-07-11
74164,13811.81,97.73,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-09-16
61827,20804.91,29.32,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-12
279733,16546.14,34.57,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-19
106069,10526.32,76.0,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-07-27
274232,15440.39,32.63,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-28
81653,15713.75,50.77,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-16
287091,19840.18,36.29,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-26
114048,26145.32,46.93,1 B/R,21-30,1,1,1,1,1,Al Merkadh,2024-07-11
142302,18426.77,138.06,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-05-30
255783,18103.45,46.4,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-06-04
236324,17525.04,27.96,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-01-24
51841,20198.88,32.18,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-06-10
194452,18383.04,106.62,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-06-20
313422,20720.67,118.34,2 B/R,31-40,1,1,1,0,1,Al Merkadh,2022-11-23
284505,19913.31,75.45,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-09-12
137910,24071.25,124.63,2 B/R,11-20,1,1,1,1,1,Al Merkadh,2024-06-10
139223,20177.91,46.09,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2024-01-22
244913,15848.64,35.67,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-06-06
291932,14945.04,37.52,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-12-27
51698,14619.84,31.96,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-11
233686,9452.69,153.93,3 B/R,1-10,0,1,1,1,1,Al Merkadh,2024-05-07
284240,19966.58,65.05,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-11-29
284942,23919.0,31.11,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-10-21
160093,13659.87,73.09,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-05-31
296446,17819.89,115.04,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-05-23
267322,19644.16,72.01,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-30
13860,20720.77,53.44,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2022-11-03
74988,19755.82,49.43,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-08
225960,20720.59,64.22,1 B/R,31-40,1,1,1,0,1,Al Merkadh,2022-12-05
82999,11487.98,65.74,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-06-06
180167,19536.51,27.66,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
247938,19375.07,75.4,2 B/R,11-20,1,1,1,1,1,Al Merkadh,2023-05-12
14526,19175.88,59.7,1 B/R,21-30,1,1,1,1,1,Al Merkadh,2024-07-22
248944,22345.88,108.73,2 B/R,41-50,1,1,1,0,1,Al Merkadh,2024-01-11
282251,17040.28,34.01,Studio,1-10,1,1,1,1,1,Al Merkadh,2022-08-17
167968,22071.41,31.65,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-12-25
277372,14947.63,56.33,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-20
130604,19913.29,118.91,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2023-10-06
39439,17490.66,29.45,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-16
277531,19491.82,51.36,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-08-09
31861,18520.29,29.33,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
56854,18697.32,52.2,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-07-18
243696,17862.16,34.54,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-08-12
267709,16692.19,32.65,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-12-08
204682,19724.3,28.11,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-28
47723,17546.26,29.18,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-04-15
291518,19913.2,117.36,2 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-09-13
106492,15308.82,30.73,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-20
180169,17569.44,27.36,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-05
284506,19913.31,75.45,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-04-05
243572,18317.47,46.24,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-09-13
1674,15537.69,28.52,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-03-30
269064,16912.3,108.25,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2023-06-05
233716,14139.21,32.11,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-09-30
291915,18617.02,45.12,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-06-26
267703,17778.23,49.33,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-02-21
288653,12178.56,54.66,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-08-22
98674,20720.63,48.0,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2023-01-09
272687,24500.76,32.82,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-06-07
56698,14775.53,48.18,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-27
78514,13606.5,41.83,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-08-29
89720,16972.6,90.51,3 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-11-15
204510,16317.64,71.15,1 B/R,1-10,0,1,1,1,1,Al Merkadh,2023-05-05
160475,9863.89,37.47,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-29
173307,20279.04,30.82,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-04-14
255207,20787.6,35.31,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-05-13
244648,17341.95,29.18,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-03-04
76274,20182.18,83.54,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-09-11
155653,17981.89,45.29,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-06-13
93934,14641.94,106.19,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-06-10
228381,17302.45,76.8,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-11-01
66299,19913.15,83.47,1 B/R,11-20,1,1,1,1,1,Al Merkadh,2023-09-21
255393,14439.46,81.43,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-12-07
16819,8957.95,71.27,1 B/R,1-10,0,1,1,1,1,Al Merkadh,2023-12-05
279441,20681.55,47.75,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2022-11-22
223383,24476.49,39.01,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-07-26
56989,13279.59,80.01,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-04-29
63743,15962.69,32.97,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-07-06
96107,19913.18,138.32,2 B/R,31-40,1,1,1,1,1,Al Merkadh,2023-08-17
47797,25526.68,33.92,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-04-24
286747,16123.6,114.79,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-10-06
138686,20805.03,58.88,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-01-04
204546,14188.1,49.76,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-03-26
46801,26699.67,36.12,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-04-18
269801,20556.25,64.37,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2022-12-28
194842,16539.9,37.34,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-25
18949,25787.73,102.51,2 B/R,Below 1st floor,1,1,1,0,1,Al Merkadh,2025-08-08
215505,17625.87,108.25,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2024-07-29
91085,19913.29,118.91,2 B/R,21-30,1,1,1,1,1,Al Merkadh,2023-07-19
93624,20720.8,53.57,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2022-11-02
31687,18421.05,34.2,Studio,1-10,1,1,1,1,1,Al Merkadh,2025-02-26
130991,16264.57,36.89,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-01-23
158280,16164.39,50.49,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-23
74009,17894.77,28.11,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-07-25
180682,22345.95,66.85,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-02-28
94862,12189.81,71.42,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2024-12-09
131613,19566.0,71.48,1 B/R,Below 1st floor,1,1,0,0,1,Al Merkadh,2023-01-03
146482,21829.26,115.9,3 B/R,41-50,1,1,1,0,1,Al Merkadh,2023-10-31
311377,18333.1,70.91,1 B/R,Below 1st floor,0,1,1,1,1,Al Merkadh,2022-12-09
71298,19374.84,69.56,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-30
104179,20080.33,47.78,1 B/R,31-40,1,1,1,1,1,Al Merkadh,2024-03-18
6291,19913.4,88.05,1 B/R,21-30,1,1,1,1,1,Al Merkadh,2023-07-03
87047,19123.6,72.62,1 B/R,Below 1st floor,0,1,1,0,1,Al Merkadh,2022-01-10
73327,25539.16,35.24,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-07-08
21403,20182.2,95.95,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-10-04
123441,15351.67,29.92,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-10-19
34828,19367.77,31.65,Studio,1-10,1,1,1,1,1,Al Merkadh,2024-04-16
153949,18739.32,33.72,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-11-15
175049,15160.7,32.98,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-10-26
236362,22349.27,48.1,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-25
131568,20451.42,69.76,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2023-09-13
248317,20738.38,43.88,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-08-14
248323,12206.91,45.43,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-02-14
263033,26554.84,35.65,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-09-04
187117,20720.55,54.94,1 B/R,11-20,1,1,1,0,1,Al Merkadh,2023-03-10
230983,18298.7,117.3,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-03-02
155606,20840.95,27.35,Studio,1-10,1,0,1,1,1,Al Merkadh,2024-12-23
87393,21587.26,163.93,2 B/R,Below 1st floor,1,1,1,0,1,Al Merkadh,2024-06-12
253259,20043.66,50.39,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2025-03-14
41666,13335.33,53.35,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2023-06-13
206010,10972.63,67.48,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2024-02-27
7469,21385.9,73.31,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-01-05
103552,20720.56,118.31,2 B/R,1-10,1,1,1,0,1,Al Merkadh,2024-01-09
272158,13076.89,72.94,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-01-25
44384,15009.11,54.9,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-02-21
98679,20612.36,47.9,1 B/R,1-10,1,1,1,0,1,Al Merkadh,2022-12-05
238537,15243.21,35.36,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-09-20
236931,18656.33,33.87,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh,2022-11-28
243121,15866.02,45.38,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-11-03
250299,16093.68,34.67,Studio,1-10,1,1,1,1,1,Al Merkadh,2023-03-23
160121,19913.28,112.13,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh,2023-01-24
145829,10349.85,91.41,1 B/R,1-10,1,1,1,1,1,Al Merkadh,2022-08-17
